Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run,,LBTYA/LBTYB,Telecom Services,0.9916,0.00086,624,,Telecom Services
ACWX/BANFP,Unknown,0.9135,0.41414,624,,,,,,,,
CNS/JHI,Asset Management,0.9338,0.41414,624,,,,,,,,
BCBP/CAC,Banks - Regional,0.8831,0.41415,624,,,,,,,,
AGYS/TYL,Software - Application,0.8585,0.41415,624,,,,,,,,
SRCE/THFF,Banks - Regional,0.9649,0.41415,624,,,,,,,,
EFSC/RF,Banks - Regional,0.9332,0.41416,624,,,,,,,,
HQH/NMI,Asset Management,0.8683,0.41416,624,,,,,,,,
ROK/WTS,Specialty Industrial Machinery,0.9503,0.41418,624,,,,,,,,
HTGC/SAR,Asset Management,0.935,0.41418,624,,,,,,,,
PEG/TXNM,Utilities - Regulated Electric,0.9136,0.41418,624,,,,,,,,
HIO/MQY,Asset Management,0.8817,0.41418,624,,,,,,,,
ALK/JBLU,Airlines,0.8561,0.41418,624,,,,,,,,
MYI/PMX,Asset Management,0.9107,0.41419,624,,,,,,,,
CHI/CHW,Asset Management,0.9623,0.41419,624,,,,,,,,
EFT/JCE,Asset Management,0.967,0.41419,624,,,,,,,,
JHI/QQQX,Asset Management,0.9357,0.4142,624,,,,,,,,
MYI/PNI,Asset Management,0.8537,0.4142,624,,,,,,,,
FBIZ/HWC,Banks - Regional,0.8431,0.41422,624,,,,,,,,
PLBC/WSFS,Banks - Regional,0.8856,0.41423,624,,,,,,,,
BUSE/UBFO,Banks - Regional,0.9262,0.41423,624,,,,,,,,
AUB/BCML,Banks - Regional,0.9179,0.41424,624,,,,,,,,
PGC/QCRH,Banks - Regional,0.863,0.41426,624,,,,,,,,
GJO/QTEC,Unknown,0.9629,0.41426,624,,,,,,,,
BSRR/PFIS,Banks - Regional,0.8836,0.41427,624,,,,,,,,
IBCP/NECB,Banks - Regional,0.8836,0.41427,624,,,,,,,,
BLK/GOF,Asset Management,0.97,0.41427,624,,,,,,,,
CIVB/PPBI,Banks - Regional,0.9525,0.41429,624,,,,,,,,
CZFS/UNTY,Banks - Regional,0.8408,0.4143,624,,,,,,,,
BME/PTY,Asset Management,0.9527,0.41433,624,,,,,,,,
ANSS/SAP,Software - Application,0.8232,0.41433,624,,,,,,,,
CTBI/SBCF,Banks - Regional,0.8812,0.41433,624,,,,,,,,
ETW/GOF,Asset Management,0.97,0.41435,624,,,,,,,,
BN/OIA,Asset Management,0.8687,0.41436,624,,,,,,,,
FFC/NXJ,Asset Management,0.9689,0.41436,624,,,,,,,,
MCR/SBI,Asset Management,0.8942,0.41436,624,,,,,,,,
MUC/PFD,Asset Management,0.9483,0.41438,624,,,,,,,,
BSRR/RBCAA,Banks - Regional,0.9147,0.41438,624,,,,,,,,
HOMB/MNSB,Banks - Regional,0.8126,0.41439,624,,,,,,,,
BR/IT,Information Technology Services,0.9424,0.41439,624,,,,,,,,
GAB/STT,Asset Management,0.8602,0.41441,624,,,,,,,,
CAG/LANC,Packaged Foods,0.8567,0.41442,624,,,,,,,,
MSD/VKQ,Asset Management,0.8851,0.41442,624,,,,,,,,
HPF/NXP,Asset Management,0.9462,0.41443,624,,,,,,,,
ITT/PNR,Specialty Industrial Machinery,0.9658,0.41444,624,,,,,,,,
JRS/MCR,Asset Management,0.9185,0.41444,624,,,,,,,,
NWBI/THFF,Banks - Regional,0.9525,0.41444,624,,,,,,,,
BLK/JOF,Asset Management,0.8582,0.41445,624,,,,,,,,
EXG/TROW,Asset Management,0.8881,0.41445,624,,,,,,,,
FAST/WCC,Industrial Distribution,0.8769,0.41446,624,,,,,,,,
LAZ/SCHW,Capital Markets,0.8293,0.41446,624,,,,,,,,
FYX/JSM,Unknown,0.9338,0.41448,624,,,,,,,,
IIM/PCK,Asset Management,0.8583,0.41449,624,,,,,,,,
RFI/WIA,Asset Management,0.9171,0.4145,624,,,,,,,,
CIF/ETO,Asset Management,0.916,0.4145,624,,,,,,,,
STEW/UTF,Asset Management,0.9726,0.41452,624,,,,,,,,
ETJ/NTRS,Asset Management,0.89,0.41452,624,,,,,,,,
BN/IGR,Asset Management,0.9224,0.41452,624,,,,,,,,
HQL/MUE,Asset Management,0.8838,0.41452,624,,,,,,,,
BME/EVT,Asset Management,0.972,0.41453,624,,,,,,,,
BANR/BOKF,Banks - Regional,0.9497,0.41453,624,,,,,,,,
MPB/TSBK,Banks - Regional,0.9648,0.41453,624,,,,,,,,
FHN/PNFP,Banks - Regional,0.8718,0.41453,624,,,,,,,,
EHI/IIM,Asset Management,0.9023,0.41455,624,,,,,,,,
AOD/RJF,Asset Management,0.9505,0.41456,624,,,,,,,,
UNTY/ZION,Banks - Regional,0.8854,0.41456,624,,,,,,,,
JHI/PHD,Asset Management,0.9336,0.41457,624,,,,,,,,
GJH/PDP,Unknown,0.9742,0.41457,624,,,,,,,,
CHW/HQH,Asset Management,0.8825,0.41458,624,,,,,,,,
BOE/GAM,Asset Management,0.9765,0.41458,624,,,,,,,,
MYD/PFD,Asset Management,0.9458,0.41461,624,,,,,,,,
CCNE/COLB,Banks - Regional,0.8941,0.41462,624,,,,,,,,
BCPC/KWR,Specialty Chemicals,0.8441,0.41462,624,,,,,,,,
PFF/SOXX,Unknown,0.8449,0.41462,624,,,,,,,,
ABCB/SHBI,Banks - Regional,0.8621,0.41463,624,,,,,,,,
QCRH/UMBF,Banks - Regional,0.9536,0.41463,624,,,,,,,,
FLC/MHN,Asset Management,0.941,0.41464,624,,,,,,,,
CAF/PMO,Asset Management,0.8293,0.41464,624,,,,,,,,
ADX/ETJ,Asset Management,0.9803,0.41464,624,,,,,,,,
FCT/IGI,Asset Management,0.8293,0.41464,624,,,,,,,,
CCBG/FCF,Banks - Regional,0.9438,0.41465,624,,,,,,,,
BOE/ETJ,Asset Management,0.9686,0.41465,624,,,,,,,,
BVFL/PKBK,Banks - Regional,0.8515,0.41466,624,,,,,,,,
CBSH/CHMG,Banks - Regional,0.9156,0.41466,624,,,,,,,,
CASH/UVSP,Banks - Regional,0.8866,0.41466,624,,,,,,,,
EOI/ETJ,Asset Management,0.9765,0.41466,624,,,,,,,,
CIF/NUW,Asset Management,0.8963,0.41466,624,,,,,,,,
BANF/ONB,Banks - Regional,0.9105,0.41468,624,,,,,,,,
CZWI/GBCI,Banks - Regional,0.8961,0.41469,624,,,,,,,,
NXJ/PMX,Asset Management,0.8883,0.41469,624,,,,,,,,
HQH/JPC,Asset Management,0.9068,0.41469,624,,,,,,,,
MGF/OIA,Asset Management,0.8885,0.4147,624,,,,,,,,
EFT/SOR,Asset Management,0.9663,0.41471,624,,,,,,,,
EFSC/LCNB,Banks - Regional,0.9078,0.41472,624,,,,,,,,
GDO/VTN,Asset Management,0.9051,0.41473,624,,,,,,,,
JHS/MUJ,Asset Management,0.9688,0.41473,624,,,,,,,,
DHF/PHK,Asset Management,0.8818,0.41474,624,,,,,,,,
AWP/STT,Asset Management,0.8502,0.41476,624,,,,,,,,
INCY/JAZZ,Biotechnology,0.8123,0.41477,624,,,,,,,,
FFC/MMU,Asset Management,0.9345,0.41477,624,,,,,,,,
ETB/JHS,Asset Management,0.8721,0.41477,624,,,,,,,,
BRW/TWN,Asset Management,0.8671,0.41479,624,,,,,,,,
CXH/PZC,Asset Management,0.9222,0.4148,624,,,,,,,,
TRI/TRNS,Specialty Business Services,0.9619,0.41481,624,,,,,,,,
COLB/TCBK,Banks - Regional,0.8169,0.41482,624,,,,,,,,
JRS/NXN,Asset Management,0.9035,0.41482,624,,,,,,,,
FUND/SWKH,Asset Management,0.8629,0.41483,624,,,,,,,,
RBCAA/ZIONP,Banks - Regional,0.8843,0.41483,624,,,,,,,,
HQH/WEA,Asset Management,0.878,0.41484,624,,,,,,,,
NMT/VPV,Asset Management,0.9497,0.41485,624,,,,,,,,
MPB/NKSH,Banks - Regional,0.8943,0.41485,624,,,,,,,,
ATS/NPO,Specialty Industrial Machinery,0.83,0.41487,624,,,,,,,,
MCRI/MGM,Resorts & Casinos,0.8984,0.41487,624,,,,,,,,
PFIS/SYBT,Banks - Regional,0.9062,0.41487,624,,,,,,,,
SAR/UTF,Asset Management,0.9638,0.41488,624,,,,,,,,
BGT/HYT,Asset Management,0.9517,0.41488,624,,,,,,,,
FRST/RVSB,Banks - Regional,0.9207,0.41488,624,,,,,,,,
FMY/WIW,Asset Management,0.8982,0.41491,624,,,,,,,,
GBCI/HBNC,Banks - Regional,0.9252,0.41491,624,,,,,,,,
MPB/UMBF,Banks - Regional,0.8942,0.41491,624,,,,,,,,
BFC/SRCE,Banks - Regional,0.9222,0.41494,624,,,,,,,,
BRW/RQI,Asset Management,0.9082,0.41495,624,,,,,,,,
A/QGEN,Diagnostics & Research,0.9379,0.41495,624,,,,,,,,
ACWX/JSM,Unknown,0.9269,0.41495,624,,,,,,,,
FTC/GJR,Unknown,0.9544,0.41497,624,,,,,,,,
EOD/SPXX,Asset Management,0.9481,0.41498,624,,,,,,,,
BRW/FMY,Asset Management,0.8809,0.41498,624,,,,,,,,
BGY/SOR,Asset Management,0.9504,0.41499,624,,,,,,,,
PAI/PZC,Asset Management,0.877,0.415,624,,,,,,,,
JLS/PTY,Asset Management,0.9352,0.41502,624,,,,,,,,
INDY/JSM,Unknown,0.8726,0.41503,624,,,,,,,,
FLIC/NFBK,Banks - Regional,0.9141,0.41503,624,,,,,,,,
ITGR/UFPT,Medical Devices,0.8041,0.41503,624,,,,,,,,
CHCO/HBCP,Banks - Regional,0.9241,0.41504,624,,,,,,,,
ETB/JFR,Asset Management,0.9457,0.41504,624,,,,,,,,
CNS/RVT,Asset Management,0.9593,0.41505,624,,,,,,,,
EIX/NEE,Utilities - Regulated Electric,0.8089,0.41506,624,,,,,,,,
BGT/EXG,Asset Management,0.9488,0.41507,624,,,,,,,,
FXNC/IBCP,Banks - Regional,0.8685,0.41507,624,,,,,,,,
EMR/PH,Specialty Industrial Machinery,0.9567,0.41507,624,,,,,,,,
DTE/IDA,Utilities - Regulated Electric,0.9843,0.41507,624,,,,,,,,
JPC/PFO,Asset Management,0.9686,0.41509,624,,,,,,,,
BYM/EMD,Asset Management,0.8697,0.41511,624,,,,,,,,
JRS/NEA,Asset Management,0.8946,0.41513,624,,,,,,,,
AWP/PFN,Asset Management,0.9517,0.41513,624,,,,,,,,
PFL/WEA,Asset Management,0.9714,0.41514,624,,,,,,,,
DLB/RTO,Specialty Business Services,0.9177,0.41514,624,,,,,,,,
CBAN/UNB,Banks - Regional,0.8356,0.41514,624,,,,,,,,
GDL/JRS,Asset Management,0.9435,0.41515,624,,,,,,,,
EMF/HIO,Asset Management,0.8115,0.41516,624,,,,,,,,
PWR/STRL,Engineering & Construction,0.9419,0.41517,624,,,,,,,,
GCBC/PKBK,Banks - Regional,0.861,0.41517,624,,,,,,,,
JHI/NCA,Asset Management,0.8427,0.41518,624,,,,,,,,
ONB/TFSL,Banks - Regional,0.8394,0.41518,624,,,,,,,,
RNST/SBCF,Banks - Regional,0.8887,0.41519,624,,,,,,,,
FRST/SRCE,Banks - Regional,0.8104,0.41519,624,,,,,,,,
NVEC/VSH,Semiconductors,0.8582,0.4152,624,,,,,,,,
ETV/JCE,Asset Management,0.9785,0.4152,624,,,,,,,,
MCR/MMU,Asset Management,0.8689,0.4152,624,,,,,,,,
JCE/PCF,Asset Management,0.9627,0.41521,624,,,,,,,,
BTO/JOF,Asset Management,0.896,0.41521,624,,,,,,,,
GLAD/NFJ,Asset Management,0.9406,0.41522,624,,,,,,,,
BHK/DTF,Asset Management,0.8984,0.41525,624,,,,,,,,
HIX/PSEC,Asset Management,0.8653,0.41525,624,,,,,,,,
FHI/IIF,Asset Management,0.9009,0.41526,624,,,,,,,,
MBCN/TRST,Banks - Regional,0.8614,0.41526,624,,,,,,,,
BGT/BLK,Asset Management,0.9484,0.41529,624,,,,,,,,
GCBC/NRIM,Banks - Regional,0.8807,0.4153,624,,,,,,,,
SBFG/SYBT,Banks - Regional,0.8997,0.41531,624,,,,,,,,
DHF/QQQX,Asset Management,0.9432,0.41531,624,,,,,,,,
BHK/VCV,Asset Management,0.9548,0.41531,624,,,,,,,,
FFA/FOF,Asset Management,0.991,0.41533,624,,,,,,,,
CMA/WTBA,Banks - Regional,0.9069,0.41534,624,,,,,,,,
GAB/GAIN,Asset Management,0.9481,0.41535,624,,,,,,,,
MCR/VCV,Asset Management,0.9204,0.41536,624,,,,,,,,
HQH/VLT,Asset Management,0.8745,0.41538,624,,,,,,,,
GS/SF,Capital Markets,0.9838,0.41538,624,,,,,,,,
FBNC/NKSH,Banks - Regional,0.8689,0.41538,624,,,,,,,,
CHY/NFJ,Asset Management,0.9787,0.41538,624,,,,,,,,
FCT/JRS,Asset Management,0.9341,0.41539,624,,,,,,,,
GABC/PGC,Banks - Regional,0.9132,0.4154,624,,,,,,,,
ETW/UTF,Asset Management,0.9668,0.4154,624,,,,,,,,
EVF/WEA,Asset Management,0.8934,0.4154,624,,,,,,,,
BHLB/WASH,Banks - Regional,0.8112,0.4154,624,,,,,,,,
CIVB/FHN,Banks - Regional,0.8502,0.41542,624,,,,,,,,
AUB/OSBC,Banks - Regional,0.954,0.41545,624,,,,,,,,
CFFI/FULT,Banks - Regional,0.9113,0.41546,624,,,,,,,,
CZFS/TRST,Banks - Regional,0.8308,0.41547,624,,,,,,,,
DCO/LMT,Aerospace & Defense,0.9005,0.41548,624,,,,,,,,
DDT/VCSH,Unknown,0.9318,0.41549,624,,,,,,,,
GRBK/MTH,Residential Construction,0.8583,0.41551,624,,,,,,,,
CHCO/UCB,Banks - Regional,0.8575,0.41552,624,,,,,,,,
SSB/ZIONP,Banks - Regional,0.9028,0.41552,624,,,,,,,,
AVAV/DRS,Aerospace & Defense,0.8782,0.41552,624,,,,,,,,
EFT/RMT,Asset Management,0.9543,0.41554,624,,,,,,,,
CIVB/COLB,Banks - Regional,0.9051,0.41554,624,,,,,,,,
MYN/OIA,Asset Management,0.943,0.41554,624,,,,,,,,
IGF/PEY,Unknown,0.9758,0.41555,624,,,,,,,,
GRX/NMZ,Asset Management,0.9497,0.41555,624,,,,,,,,
PPG/SCL,Specialty Chemicals,0.8665,0.41556,624,,,,,,,,
FBIZ/TRMK,Banks - Regional,0.8391,0.41557,624,,,,,,,,
GDV/JMM,Asset Management,0.9438,0.41557,624,,,,,,,,
CASH/EBTC,Banks - Regional,0.8828,0.41557,624,,,,,,,,
FBNC/FCF,Banks - Regional,0.9663,0.41557,624,,,,,,,,
JMM/PMX,Asset Management,0.8612,0.41557,624,,,,,,,,
SSB/WAFD,Banks - Regional,0.9293,0.41558,624,,,,,,,,
PPBI/SBCF,Banks - Regional,0.9463,0.41558,624,,,,,,,,
CBU/NWBI,Banks - Regional,0.9048,0.41559,624,,,,,,,,
ETJ/PFL,Asset Management,0.9527,0.41559,624,,,,,,,,
PPBI/SBFG,Banks - Regional,0.8996,0.41559,624,,,,,,,,
CNS/MHF,Asset Management,0.888,0.4156,624,,,,,,,,
EFSC/FMBH,Banks - Regional,0.9482,0.41561,624,,,,,,,,
PFIS/PPBI,Banks - Regional,0.8264,0.41562,624,,,,,,,,
MBWM/WSBC,Banks - Regional,0.8731,0.41562,624,,,,,,,,
DGX/RDNT,Diagnostics & Research,0.8541,0.41564,624,,,,,,,,
VRTS/WIW,Asset Management,0.8308,0.41564,624,,,,,,,,
FFA/PFN,Asset Management,0.9488,0.41565,624,,,,,,,,
SFBC/STBA,Banks - Regional,0.914,0.41565,624,,,,,,,,
FLC/WIA,Asset Management,0.9135,0.41565,624,,,,,,,,
RYN/WY,REIT - Specialty,0.8459,0.41566,624,,,,,,,,
FRST/WSBC,Banks - Regional,0.9259,0.41566,624,,,,,,,,
CNOB/UMBF,Banks - Regional,0.9043,0.41567,624,,,,,,,,
CW/HEI,Aerospace & Defense,0.9413,0.41567,624,,,,,,,,
CMA/FBNC,Banks - Regional,0.9228,0.41567,624,,,,,,,,
HIO/HTGC,Asset Management,0.9016,0.41568,624,,,,,,,,
HTBK/SSB,Banks - Regional,0.901,0.41568,624,,,,,,,,
SCD/TWN,Asset Management,0.9489,0.41568,624,,,,,,,,
QCRH/UBCP,Banks - Regional,0.9238,0.41568,624,,,,,,,,
GCBC/HBAN,Banks - Regional,0.8527,0.41569,624,,,,,,,,
PSEC/SWKH,Asset Management,0.8251,0.4157,624,,,,,,,,
EOD/JQC,Asset Management,0.9332,0.4157,624,,,,,,,,
CIF/MPA,Asset Management,0.938,0.41571,624,,,,,,,,
BLE/HPI,Asset Management,0.8711,0.41572,624,,,,,,,,
IQI/NAZ,Asset Management,0.9557,0.41572,624,,,,,,,,
CHW/GCV,Asset Management,0.9563,0.41574,624,,,,,,,,
DHIL/SOR,Asset Management,0.8888,0.41574,624,,,,,,,,
AX/FCCO,Banks - Regional,0.8941,0.41575,624,,,,,,,,
CBU/OPOF,Banks - Regional,0.8109,0.41576,624,,,,,,,,
CMA/UBFO,Banks - Regional,0.8759,0.41579,624,,,,,,,,
ASGN/GIB,Information Technology Services,0.8963,0.4158,624,,,,,,,,
FDBC/ONB,Banks - Regional,0.8565,0.4158,624,,,,,,,,
DHF/VCV,Asset Management,0.8802,0.41581,624,,,,,,,,
HIX/MHN,Asset Management,0.8657,0.41582,624,,,,,,,,
KTF/MSD,Asset Management,0.8358,0.41582,624,,,,,,,,
IFN/TY,Asset Management,0.9357,0.41582,624,,,,,,,,
DHF/IFN,Asset Management,0.8855,0.41582,624,,,,,,,,
FNWD/OPOF,Banks - Regional,0.8398,0.41583,624,,,,,,,,
DCOM/PNC,Banks - Regional,0.8433,0.41585,624,,,,,,,,
NFBK/PPBI,Banks - Regional,0.9066,0.41586,624,,,,,,,,
BOE/EOS,Asset Management,0.9809,0.41589,624,,,,,,,,
FOF/RNP,Asset Management,0.9862,0.41589,624,,,,,,,,
CAF/MMU,Asset Management,0.8271,0.4159,624,,,,,,,,
MPA/PMX,Asset Management,0.9126,0.4159,624,,,,,,,,
ETY/PTY,Asset Management,0.9553,0.4159,624,,,,,,,,
POWI/VSH,Semiconductors,0.8485,0.41591,624,,,,,,,,
CASH/UMBF,Banks - Regional,0.9422,0.41591,624,,,,,,,,
LEG/WHR,"Furnishings, Fixtures & Appliances",0.8236,0.41592,624,,,,,,,,
CBAN/HBAN,Banks - Regional,0.9322,0.41592,624,,,,,,,,
BKN/HPS,Asset Management,0.8879,0.41592,624,,,,,,,,
INDY/PPH,Unknown,0.9031,0.41592,624,,,,,,,,
BANR/WSBF,Banks - Regional,0.917,0.41592,624,,,,,,,,
FISI/HFWA,Banks - Regional,0.8826,0.41593,624,,,,,,,,
DSU/MPV,Asset Management,0.9655,0.41593,624,,,,,,,,
BOKF/IBOC,Banks - Regional,0.9439,0.41593,624,,,,,,,,
HIX/NEA,Asset Management,0.9213,0.41594,624,,,,,,,,
CBSH/WTBA,Banks - Regional,0.941,0.41595,624,,,,,,,,
PPT/VVR,Asset Management,0.8204,0.41596,624,,,,,,,,
IBB/PUI,Unknown,0.8797,0.41596,624,,,,,,,,
AEM/WPM,Gold,0.8599,0.41598,624,,,,,,,,
BKT/MCR,Asset Management,0.8906,0.41598,624,,,,,,,,
BXMX/SEIC,Asset Management,0.9294,0.41599,624,,,,,,,,
SHBI/TSBK,Banks - Regional,0.8705,0.41599,624,,,,,,,,
CXH/NMZ,Asset Management,0.9776,0.41602,624,,,,,,,,
ABCB/BSRR,Banks - Regional,0.9598,0.41603,624,,,,,,,,
GF/JEQ,Asset Management,0.9006,0.41603,624,,,,,,,,
IGR/MIY,Asset Management,0.9066,0.41605,624,,,,,,,,
GRX/NQP,Asset Management,0.9329,0.41606,624,,,,,,,,
JEQ/SEIC,Asset Management,0.917,0.41606,624,,,,,,,,
GRX/JRS,Asset Management,0.9544,0.41606,624,,,,,,,,
ARCC/MPV,Asset Management,0.9519,0.41607,624,,,,,,,,
CFFI/GABC,Banks - Regional,0.8798,0.41607,624,,,,,,,,
OPOF/USB,Banks - Regional,0.8273,0.41609,624,,,,,,,,
FXNC/IBOC,Banks - Regional,0.8604,0.4161,624,,,,,,,,
BTA/HYT,Asset Management,0.9248,0.41612,624,,,,,,,,
GJO/RTH,Unknown,0.9734,0.41614,624,,,,,,,,
LCNB/WTFC,Banks - Regional,0.8347,0.41614,624,,,,,,,,
OSBC/RF,Banks - Regional,0.9299,0.41615,624,,,,,,,,
JPC/VGM,Asset Management,0.9352,0.41615,624,,,,,,,,
BANR/PB,Banks - Regional,0.9545,0.41615,624,,,,,,,,
ANSS/OTEX,Software - Application,0.8744,0.41616,624,,,,,,,,
JMM/LEO,Asset Management,0.9142,0.41618,624,,,,,,,,
FMAO/WASH,Banks - Regional,0.8631,0.41618,624,,,,,,,,
BUSE/RBCAA,Banks - Regional,0.8558,0.41619,624,,,,,,,,
JPC/VPV,Asset Management,0.9433,0.41619,624,,,,,,,,
FNWD/TSBK,Banks - Regional,0.8315,0.4162,624,,,,,,,,
BGT/DHIL,Asset Management,0.8097,0.41622,624,,,,,,,,
ESE/NOVT,Scientific & Technical Instruments,0.9019,0.41622,624,,,,,,,,
GRX/MHF,Asset Management,0.9313,0.41622,624,,,,,,,,
PIM/RCS,Asset Management,0.8644,0.41622,624,,,,,,,,
GABC/NWBI,Banks - Regional,0.9275,0.41623,624,,,,,,,,
FULT/RNST,Banks - Regional,0.8897,0.41625,624,,,,,,,,
AWP/TROW,Asset Management,0.9174,0.41626,624,,,,,,,,
PFD/PZC,Asset Management,0.8788,0.41626,624,,,,,,,,
SBFG/TSBK,Banks - Regional,0.9506,0.41629,624,,,,,,,,
CHI/GAB,Asset Management,0.9685,0.4163,624,,,,,,,,
FELE/GRC,Specialty Industrial Machinery,0.8387,0.4163,624,,,,,,,,
FRST/MOFG,Banks - Regional,0.9048,0.41632,624,,,,,,,,
CHY/ETJ,Asset Management,0.9779,0.41632,624,,,,,,,,
BOTJ/COFS,Banks - Regional,0.8504,0.41635,624,,,,,,,,
STBA/WASH,Banks - Regional,0.8114,0.41635,624,,,,,,,,
BHK/NAC,Asset Management,0.948,0.41637,624,,,,,,,,
FHI/FMY,Asset Management,0.8208,0.41637,624,,,,,,,,
HIX/MUE,Asset Management,0.8829,0.41637,624,,,,,,,,
ETB/ETJ,Asset Management,0.9609,0.41637,624,,,,,,,,
FNWD/HFBL,Banks - Regional,0.9054,0.41637,624,,,,,,,,
PFI/SWZ,Unknown,0.9702,0.41637,624,,,,,,,,
INCY/IONS,Biotechnology,0.8055,0.41642,624,,,,,,,,
CIVB/MGYR,Banks - Regional,0.924,0.41642,624,,,,,,,,
CZFS/TRMK,Banks - Regional,0.82,0.41643,624,,,,,,,,
LCNB/MTB,Banks - Regional,0.8856,0.41643,624,,,,,,,,
ORI/THG,Insurance - Property & Casualty,0.9149,0.41644,624,,,,,,,,
ACNB/BCML,Banks - Regional,0.9351,0.41644,624,,,,,,,,
POR/PPL,Utilities - Regulated Electric,0.9026,0.41644,624,,,,,,,,
GAB/RNP,Asset Management,0.9606,0.41644,624,,,,,,,,
MIN/NVG,Asset Management,0.9326,0.41645,624,,,,,,,,
ACNB/CBSH,Banks - Regional,0.8933,0.41647,624,,,,,,,,
HIX/PCM,Asset Management,0.9401,0.41648,624,,,,,,,,
DOV/EMR,Specialty Industrial Machinery,0.9801,0.41648,624,,,,,,,,
HQH/NUW,Asset Management,0.871,0.41649,624,,,,,,,,
NAD/PML,Asset Management,0.922,0.41649,624,,,,,,,,
FUND/RMT,Asset Management,0.9729,0.4165,624,,,,,,,,
SBFG/VABK,Banks - Regional,0.9425,0.41651,624,,,,,,,,
HIX/NPV,Asset Management,0.8739,0.41651,624,,,,,,,,
ETB/SWKH,Asset Management,0.8189,0.41651,624,,,,,,,,
FSFG/UCB,Banks - Regional,0.9131,0.41652,624,,,,,,,,
GDO/JPC,Asset Management,0.9654,0.41653,624,,,,,,,,
LNT/NGG,Utilities - Regulated Electric,0.9016,0.41653,624,,,,,,,,
GDV/PPT,Asset Management,0.9101,0.41653,624,,,,,,,,
HQL/MMT,Asset Management,0.8985,0.41654,624,,,,,,,,
FLIC/HOPE,Banks - Regional,0.8675,0.41654,624,,,,,,,,
CAC/SYBT,Banks - Regional,0.9135,0.41654,624,,,,,,,,
OPOF/PPBI,Banks - Regional,0.8447,0.41657,624,,,,,,,,
DTF/PMX,Asset Management,0.9366,0.41658,624,,,,,,,,
RFI/SEIC,Asset Management,0.8767,0.41658,624,,,,,,,,
GFF/MAS,Building Products & Equipment,0.8368,0.41658,624,,,,,,,,
GJH/VCLT,Unknown,0.8776,0.41659,624,,,,,,,,
BOKF/TOWN,Banks - Regional,0.9523,0.41661,624,,,,,,,,
FITB/LARK,Banks - Regional,0.8316,0.41661,624,,,,,,,,
BDJ/RNP,Asset Management,0.9839,0.41661,624,,,,,,,,
PTY/RJF,Asset Management,0.898,0.41662,624,,,,,,,,
FCBC/INDB,Banks - Regional,0.8413,0.41662,624,,,,,,,,
BPOPM/IEI,Unknown,0.8812,0.41663,624,,,,,,,,
HOMB/ISBA,Banks - Regional,0.9064,0.41664,624,,,,,,,,
MBWM/PWOD,Banks - Regional,0.8633,0.41665,624,,,,,,,,
AWF/PAI,Asset Management,0.8949,0.41665,624,,,,,,,,
KF/TROW,Asset Management,0.8686,0.41665,624,,,,,,,,
BPOPM/VGIT,Unknown,0.8716,0.4167,624,,,,,,,,
BNY/PMF,Asset Management,0.9518,0.4167,624,,,,,,,,
PFIS/WABC,Banks - Regional,0.8113,0.41671,624,,,,,,,,
PHK/PIM,Asset Management,0.8213,0.41671,624,,,,,,,,
PCN/RQI,Asset Management,0.9596,0.41671,624,,,,,,,,
BOE/SEIC,Asset Management,0.8988,0.41672,624,,,,,,,,
BCML/IBCP,Banks - Regional,0.9269,0.41672,624,,,,,,,,
FDBC/FFIN,Banks - Regional,0.8815,0.41672,624,,,,,,,,
JHS/SBI,Asset Management,0.9335,0.41673,624,,,,,,,,
SRCE/TFC,Banks - Regional,0.8694,0.41673,624,,,,,,,,
IUSG/VGSH,Unknown,0.9457,0.41674,624,,,,,,,,
AWP/WIA,Asset Management,0.9044,0.41674,624,,,,,,,,
MIY/PMF,Asset Management,0.9089,0.41675,624,,,,,,,,
BXMX/SCD,Asset Management,0.9507,0.41675,624,,,,,,,,
RVSB/TRST,Banks - Regional,0.9201,0.41676,624,,,,,,,,
HTGC/RVT,Asset Management,0.9363,0.41677,624,,,,,,,,
BUSE/FDBC,Banks - Regional,0.8519,0.41677,624,,,,,,,,
GDV/SAR,Asset Management,0.9597,0.41677,624,,,,,,,,
CIVB/VABK,Banks - Regional,0.9421,0.41677,624,,,,,,,,
PEBK/WSFS,Banks - Regional,0.9566,0.41677,624,,,,,,,,
BRW/IGA,Asset Management,0.9592,0.41681,624,,,,,,,,
JHI/NAZ,Asset Management,0.8408,0.41682,624,,,,,,,,
CMA/PEBO,Banks - Regional,0.888,0.41684,624,,,,,,,,
BFZ/MSD,Asset Management,0.8417,0.41684,624,,,,,,,,
FFBC/OZK,Banks - Regional,0.8563,0.41685,624,,,,,,,,
AGD/NIM,Asset Management,0.8165,0.41685,624,,,,,,,,
BANF/PFIS,Banks - Regional,0.8904,0.41685,624,,,,,,,,
SSB/WSBC,Banks - Regional,0.9264,0.41686,624,,,,,,,,
MBCN/OZK,Banks - Regional,0.8465,0.41686,624,,,,,,,,
CCBG/CVBF,Banks - Regional,0.8546,0.41687,624,,,,,,,,
FI/JKHY,Information Technology Services,0.9077,0.41689,624,,,,,,,,
FUL/RPM,Specialty Chemicals,0.9139,0.4169,624,,,,,,,,
FISI/TCBK,Banks - Regional,0.8632,0.4169,624,,,,,,,,
SCL/WDFC,Specialty Chemicals,0.8447,0.4169,624,,,,,,,,
HOLX/UTMD,Medical Instruments & Supplies,0.8105,0.41692,624,,,,,,,,
